A01;Q03;Q04;Q04A;Q04B;Q05;Q06A;Q06B;Q08;Q08C;Q09A1;Q09B1;Q10A1;Q10B1;Q19A;B08A;B08B;pm17B
846;2;1;1; ;2;2;1;1;2;2;1;8;7;13;3;3;0,640940659
858;2; ;1; ;2;2;2;1;1;1;1;2;2;16;2;1;0,640940659
861;2;1;1; ;1;1;1;2;1;1;1;2;4;15;5;4;0,640940659
9856;2;1;1; ;1;2;1;1;1;1;1;6;6;14;2;2;0,640940659
11586;2;1;1; ;1;1;2;1;1;1;2;7;8;14;4;4;0,640940659
11938;2;1;1; ;2;1;1;1;1;1;1;6;6;17;3;3;0,640940659
12643;2;1;1; ;1;1;1;1;1;1;5;7;5;15;5;2;0,640940659
13010;2;1;1; ;2;1;2;1;1;1;1; ;6;14;1;1;0,640940659
13017;2;1;1; ;1;2;1;1;1;1;1;4;4;14;2;2;0,640940659
13020;2;1;1; ;1;2;2;1;1;1;1;7;6;16;5;5;0,640940659
13025;2;1;1; ;1;1;1;1;1;1;1;1;4;13;2;1;0,640940659
14743;2;1;1; ;1;1;2;1;1;2;1;8;4;16;5;1;0,640940659
16398;2;1;1; ;1;2;2;1;1;1;1;7;4;16;2;2;0,640940659
16410;2;1;1; ;1;1;1;1;1;1;1;7;5;14;4;4;0,640940659
16414;2;1;1; ;2;2;2;1;1; ;3;8;8;15;2;2;0,640940659
16422;2;1;1; ;2;1;2;1;2;1;1;7;7; ;4;4;0,640940659
21427;2;1;1; ;1;2;2;1;1;1;1;7;5;10;4;4;0,640940659
21444;2;1;1; ;1;1;1;1;1;1;1;7;7;13;4;4;0,640940659
24042;2;2; ;4;2;1;1;1;2;6;2;8;6;15;4;1;0,640940659
24097;2;1;1; ;1;2;1;1;2;1;1;6;6;14;2;2;0,640940659
24102;2; ;1; ;2;1;1;1;2;1;4;5;8;16;1;1;0,640940659
24108;2;1;1; ;1;2;1;2;1;1;4;7;8;13; ; ;0,640940659
24118;2;1;1; ;1;1;1;1;2;1;1;7;6;15;3;3;0,640940659
24359;2; ;2; ;1;1;2;1;2;1;1;6;6;15;2;1;0,640940659
24368;2; ;1; ;1;1;1;1;2;1;1;7;7; ;1; ;0,640940659
25035;2;1;1; ;1;1;1;1;1;1;3;1;8;13; ; ;0,643546813
11935;2;1;1; ;2;1;1;1;1;1;1;6;5; ;3;3;0,643724694
12213;2; ;1; ;2;1;2;2;1;1;1;2;2;15;2;2;0,643724694
13030;2; ; ;2;1;1;1;4;2;5;3;8;8;16;2;2;0,643724694
13032;2;1;1; ;2;1;1;1;2;6;1;9;2;15; ;3;0,643724694
16396;2; ;2; ;1;2;2;1;1;2;2;8;8;16;3;1;0,643724694
16404;2;2; ; ;2;2;3;4;2;1;1; ;6; ;2;1;0,643724694
21433;2;1;2; ;2;1;1;1;1;1;1;6;6;15;3;2;0,643724694
23978;2;1;1; ;1;1;1;2;1;1;2;4;4;15;4;3;0,643724694
24096;2;2; ;1;2;1;2;1;1;4;1; ;7;16;5;3;0,643724694
24388;1;1;1; ;1;1;1;1;1;1;1;7;6;16;4;4;0,643804258
28069;1;1;2; ;2;1;1;1;4;7;1;9;7; ; ;3;0,64521851
43920;1; ;1; ;2;1;1;1;1;1;1;6;6;14;5;2;0,64521851
44048;1;1;1; ;1;1;1;1;2;1;4;4;6;16;3;2;0,64521851
29101;2;1;1; ;1;1;1;1;1;2;3;2;8;16;1;1;0,645821758
12358;2; ;1; ;1;1;1;1;2;1;1;7;7;13;1;1;0,646283808
12362;2;1;2; ;2;1;2;1;1;2;3;5;8;15;2;2;0,646283808
12688;1;2; ;1;2;1;2;1;4;4;7;7;7;16; ; ;0,646341602
24406;1;1;2; ;1;2;2;1;2;7;1;9;7;12; ;4;0,646341602
40018;1;1;1; ;2;1;2;3;5;7;3; ; ; ; ;2;0,646341602
40022;1;1;1; ;1;1;1;1;1;1;1;5;5;15;4;4;0,646341602
7724;2;1;2; ;1;1;1; ;2;1;7;7;9;14;5; ;0,647843675
12235;1;1;1; ;1;2;1;2;1;1;1;5;6;15;4;4;0,648231942
16409;1;1;1; ;2;1;1;1;1;1;1;6;5;14;5;5;0,648231942
21438;1;1;1; ;1;1;1;1;1;1;1;2;6;16;4;4;0,648231942
1684;1;1;1; ;2;1;2;1;2;6;1; ;6;13; ; ;0,648271948
1710;1;1;2; ;1;1;2;1;1;1;1;7;6;13;1;1;0,648271948
27904;1;1;1; ;1;1;1;1;1;1;1;4;4;13;2;2;0,648271948
27981;1;1;1; ;2;1;1;1;2;7;1;9;6;13;1;1;0,648271948
25108;1;1;1; ;2;2;3;3;1;1;2; ; ;16;1;1;0,648531852
37515;2;1;1; ;1;1;1;1;2;1;1;4;5;12;3;3;0,648626995
14721;1;1;1; ;2;1;2;2;1;1;1;7;5;10;4;2;0,651047648
16399;1;1;1; ;1;1;1;1;4; ;1; ;6;14; ;1;0,651047648
21429;1;1;2; ;1;1;1;1;2;1;4;6;4;12;4;4;0,651047648
23997;1;1;1; ;2;1;1;1;1;1;1;3;6;14; ; ;0,651047648
21539;2;1;2; ;1;1;1;1;2;1;1;4;6;15;5;5;0,653195078
21546;2;1;1; ;1;1;1;1;2;1;1;6;5;15;2;2;0,653195078
21737;2; ; ;4;1;1;1;1;2;5; ;6;9;15;1; ;0,653195078
21748;2; ;1; ;1;1;1;1;1;1;1;4;4;15;2;2;0,653195078
21757;2;1;1; ;1;1;1;1;2;1;1;7;7; ;5;1;0,653195078
21766;2;1;1; ;2;1;1;1;2;2;4;8;8;15; ;2;0,653195078
21798;2;1;1; ;1;1;1;1;2;1;1;4;6;17;1;1;0,653195078
25021;2;1;1; ; ;1;1;1;2;1;1;2;4;18;2;2;0,653195078
25065;2;1;1; ;1;1;1;1;1;1;1;5;6;16;2;1;0,653195078
25081;2; ;2; ;1;1;2;1;2;2;6;8;9;17;1; ;0,653195078
20609;2;1;1; ;2;2;2;1;1;1;1;7;6; ;4;2;0,65497499
33254;2;1;2; ;1; ;2;1;1;5;1;7;6;16;5;1;0,65497499
28344;2;1;1; ;1;1;1;1;1;1;1;4;4;13;2;2;0,655504129
28362;2;1;1; ;1;1;1;1;1;1;1;4;4;10;4;4;0,655504129
28911;2; ;1; ;1;2;2;2;2;6;3; ;8;14;1;1;0,655504129
28914;2;1;1; ;1;1;1;1;1;1;1;6;6;15;5;5;0,655504129
28916;2;1;1; ;1;1;1;1;1;1;2;4;8;10;4;4;0,655504129
28926;2;1;1; ;2;2;2;3;2;1;2;7;8;17;4;1;0,655504129
28930;2;1;1; ;1;1;1;1;1;1;1;7;5; ;3;2;0,655504129
28936;2;1;1; ;1;1;1;1;1;1;1;7;7;15;3;2;0,655504129
28941;2;1;1; ;1;1;1;1;1;1;1;4;4;16;3;3;0,655504129
28945;2;1;1; ;1;1;1;1;2;1;1;7;2;15;4;1;0,655504129
28969;2;1;1; ;1;1;1;2;1;1;1;6;6;15;4;4;0,655504129
28978;2;1;1; ;1;3;3;1;2;1;1;7;6;15;1;3;0,655504129
28987;2;1;1; ;1;1;1;1;2;1;1;7;6;11;3;2;0,655504129
29006;2; ;1; ;1;1;1;1;1;1;1;7;5;15;1;1;0,655504129
29011;2;1;1; ;1;1;1;1;1;1;3;4;4;15;5;2;0,655504129
29015;2;1;1; ;2;2;2;1;1;1;3;7;8;14;2;2;0,655504129
29018;2;1;1; ;1;1;1;1;2; ;1; ;6;15; ;4;0,655504129
29020;2;1;1; ;1;1;1;1;1;1;1;3;6;15;3;4;0,655504129
29028;2;1;1; ;1;1;2;1;1;5;1;8;5;16;2;2;0,655504129
29090;2;1;1; ;1;1;1;1;1;1;1;7;6; ;2;1;0,655504129
29091;2;1;1; ;1;1;1;1;1;1;1;7;7;17;2;2;0,655504129
29104;2;1;1; ;2;1;1;1;1;1;1; ; ; ;2;2;0,655504129
29111;2;1;1; ;1;1;1;1;1;1;1; ; ;15;3;3;0,655504129
29180;2; ;1; ;1;1;1;1;2;1;1;4;5;16;4;4;0,655504129
29205;2;1;1; ;1;1;1;1;1;2;4;8;8; ;4;4;0,655504129
29209;2;1;1; ;1;1;1;1;1;1;1;7;6;16;2;2;0,655504129
29215;2;1;1; ;2;1;1;1;1;1;3;7;8; ;2;1;0,655504129
29222;2;1;1; ;1;1;1;1;1;1;1;6;6;12;3;3;0,655504129
29229;2;1;1; ;1;2;3;1;1;1;1;7;7;19;4;4;0,655504129
29230;2;1;1; ;2;2;2;1;1;1;1;2; ;16;2;2;0,655504129
29234;2; ;1; ;1;1;1;1;1;1;2;7;8;14;3;3;0,655504129
29240;2;1;1; ;1;1;2;1;2;1;3; ;8; ;1;1;0,655504129
29250;2;1;1; ;1;1;1;1;1;1;1;4;7;15;3;3;0,655504129
29371;2;1;1; ;1;1;1;1;1;1;4;6;8;17;2;2;0,655504129
29411;2;1;1; ;1;2;1;1;1;1;3;7;8;17;3;3;0,655504129
29416;2; ;1; ;2;2;1;1;2;2;3;8;8;16;3;2;0,655504129
29418;2;1;1; ;1;1;1;1;2;1;1;7;6;14;3;2;0,655504129
29422;2;1;1; ;1;1;1;1;2;1;1;6;4;15;5;2;0,655504129
30255;2;2; ;1;2;1;1;1;1;1;1;7;6;15;4;1;0,655504129
35690;2;1;1; ;1;1;1;1;1;1;1;4;4;10;3;3;0,655504129
35695;2;1;1; ;1;1;1;1;2;4;1;9;6;13;2;2;0,655504129
35702;2;1;1; ;1;1;1;1;1;1;1;7; ;16;2;1;0,655504129
35704;2;1;1; ;2;1;1;1;2;1;1; ;6;15;1;3;0,655504129
35707;2;1;1; ;2;1;1;1;2;2;1;8;8;16;5;2;0,655504129
35709;2;1;1; ;1;1;1;1;2;1;1; ;6; ;4;2;0,655504129
35712;2;1;1; ;1;1;1;1;1;1;1;2;4;16;2;2;0,655504129
37236;2;1;1; ;2;1;1;1;1;1;3;6;8; ;1;1;0,655504129
37251;2;1;1; ;1;1;1;1;1;1;1;7;6;14;5;4;0,655504129
37262;2;1;1; ;1;1;2;1;1;2;1;8;6;13;4;4;0,655504129
37268;2;1;1; ;1;1;1;1;1;5;1;8;5; ;1;1;0,655504129
37275;2;1;1; ;1;3;3;2;1;1;1;3;3;12;5;5;0,655504129
37502;2;1;1; ;1;1;1;1;1;1;4;4;8;15;2;2;0,655504129
37503;2; ; ;2;2;2;3;1;1;2;3;8;8;15;1;2;0,655504129
37509;2;1;1; ;1;1;1;1;2;1;3;6;8;10;3;3;0,655504129
37527;2; ; ;2;2;1;1;1;1;1;3; ;8;16;3;1;0,655504129
37532;2;1;1; ;2;1;1;1;1;1;3;7;8; ;2;2;0,655504129
37533;2;1;1; ;1;1;1;1;1;1;3;4;8; ;1;1;0,655504129
37536;2;2; ;2;1;1;1;1;1;1;1; ; ;15;3;3;0,655504129
37540;2;1;1; ;1;1;1;2;1;1;1;2;6;13;2;2;0,655504129
21536;2;1;1; ;1;1;2;1;1;1;4;7;5;15;2;1;0,656032343
21537;2;1;1; ;1;1;1;1;1;1;3;6;8;14;4;4;0,656032343
21753;2;1;2; ;1;1;1;1;1;1;1; ;6;15;4;1;0,656032343
21772;2;1;1; ;2;2;2;1;1;1;1;2;2;16;1;1;0,656032343
21776;2;1;1; ;2;1;1;1;5; ;3; ;8;13; ;3;0,656032343
21783;2;1;1; ;1;1;1;1;1;1;1;6;6;15;1;1;0,656032343
25030;2;1;1; ;1;1;1;1;2;1;1;4;4;13;3;3;0,656032343
25036;2; ;1; ;1;1;1;1;2;1;1;7;6;11;3;2;0,656032343
25074;2;2; ;2;2;2;2;1;1;2;1;8;6;17;4;1;0,656032343
11712;2;2; ;2;2;1;2;1;1;2;1;1;7;12;1;1;0,657231803
7717;2; ;2; ;1;1;1;1;2;1;1; ;7;13;2;1;0,657556359
826;1;2; ;2;1;1;1;4;1;1;1;2;4;15;2;2;0,657950447
827;1;1;2; ;2;2;2;1;1;1;1;7;5;14;2;2;0,657950447
832;1; ;1; ;1;3;3;1;1;1;1;2;6;15;4;1;0,657950447
841;1;1;1; ;2;2;3;1;1;1;1;7;5; ;3;3;0,657950447
11577;1;1;1; ;2;1;1;2;1;1;1; ;6;15;5;5;0,657950447
11913;1;1;1; ;1;1;1;1;1;3;1;8;6;10;3;3;0,657950447
12232;1;1;1; ;2;1;1;1;1;1;1;2;6;14;4;4;0,657950447
12634;1;1;1; ;1;1;1;1;1;1;3;7;8; ;1;1;0,657950447
13014;1;1;1; ;2;1;1;1;2;1;1;6;6;12;2;2;0,657950447
13026;1;1;1; ;1;1;1;1;1;1;1;1;2;14;5;2;0,657950447
13027;1;1;1; ;1;1;1;1;1;1;1;7;6; ;1;1;0,657950447
13847;1;1;1; ;1;1;1;1;1;2;3;7;8;14;1;1;0,657950447
13859;1;1;1; ;1;1;1;1;1;1;1;6;6;15;4;3;0,657950447
13862;1;1;1; ;2;1;2;1;1;2;2;8;8; ;1;1;0,657950447
13867;1;1;1; ;1;1;2;1;1;1;1;7;2;15;4;3;0,657950447
13880;1;1;1; ;2;2;2;1;4; ;1; ;4;13; ;3;0,657950447
14728;1;1;1; ;1;1;1;1;1;1;1;6;5;15;2;2;0,657950447
14730;1;1;1; ;2;2;1;1;2;1;1;3;5;14;5;3;0,657950447
16393;1;1;1; ;2;2;2;2;2;3;1;2;6;10; ; ;0,657950447
16419;1;1;1; ;1;1;1;1;1;1;3;4;8; ;1;1;0,657950447
16420;1;1;1; ;1;1;1;1;1;1;1;4;6;15;4;4;0,657950447
23969;1;1;2; ;1;1;1;2;1;1;1;7;6;14; ; ;0,657950447
23990;1;1;1; ;1;1;1;1;1;1;1;5;1;12;2;1;0,657950447
24003;1;1;1; ;2;1;1;1;1;1;1;2;2;15;3;3;0,657950447
24005;1;1;1; ;1;1;1;2;1;1;1;7;7;16; ; ;0,657950447
24018;1;1;2; ;2;3;2;1;1;1;2; ; ;17;1;1;0,657950447
24046;1;1;1; ;1;1;3;1;1; ; ; ; ;16;3;3;0,657950447
24106;1;1;1; ;1;1;2;1;1;2;1;8;5;15;3;2;0,657950447
24111;1;1;1; ;1;2;2;1;2;1;1;5;6;15;3;2;0,657950447
24345;1;1;1; ;2;1;1;1;1;1;1;7;6;14;4;2;0,657950447
24350;1;1;1; ;1;1;1;1;1;1;1;1;6;12;2;1;0,657950447
24353;1;1;1; ;2;2;2;1;2;1;1;6;6;9;5;1;0,657950447
24355;1;1;1; ;1;1;2;1;2;1;1;7;6;14;3;2;0,657950447
24360;1;1;1; ;2;2;2;1;1;1;1;6;5; ;2;2;0,657950447
24365;1; ;1; ;2;1;2;1;1;1; ; ; ; ;3;1;0,657950447
24366;1;1;3; ;1;1;2;1;1;1;1;6;6;14;3;3;0,657950447
24373;1;1;1; ;1;2;1;1;1;1;1;5;6;16;4;3;0,657950447
24377;1; ;1; ;1;1;1;1;1;1;1;1;5;14;2;1;0,657950447
28349;2;1;1; ;2;1;1;1;1;4;1;8; ; ;1;1;0,658351423
28357;2;2; ;2;2;1;2;1;2;1;1; ; ;13; ; ;0,658351423
28922;2;1;1; ;1;1;1;1;1;2;1;3;4;15;5;2;0,658351423
28958;2;1;1; ;1;1;1;1;2;1;3;2;8;15;1;2;0,658351423
28974;2; ;2; ;1;1;1;1;1;1;1;7;7;15;4;4;0,658351423
28996;2;1;1; ;1;1;1;1;1;1;3;7;8;13;1;1;0,658351423
29007;2;1;1; ;1;1;1;1;2;1; ;7;8;15;4;2;0,658351423
29117;2;1;1; ;2;2;2;1;1;1;3;4;8;16;1;1;0,658351423
29236;2;1;1; ;2;1;2;1;2;5;3;2;8;15; ;4;0,658351423
29251;2;1;1; ;1;1;2;1;2;7;1;9;5;15;5;2;0,658351423
29390;2;1;1; ;1;1;1;1;1;1;1;2;5;16;3;3;0,658351423
29405;2;1;1; ;1;1;1;1;1;1;1;6;6;14;2;2;0,658351423
29430;2;1;1; ;1;1;2;1;2;6;1;9;7;13; ;1;0,658351423
29432;2;1;1; ;2;1;1;1;2;7;4;7;6;14;1;1;0,658351423
35678;2;1;1; ;1;1;1;1;1;1;1;7;6; ;4;4;0,658351423
35687;2; ; ;1;1;1;2;1;4; ;1; ; ;15;1;1;0,658351423
35692;2;1;1; ;1;1;1;1;1;1;1;7;6;14;3;3;0,658351423
37249;2;2; ;2;2;2;2;1;1;5;3; ;8; ;1;1;0,658351423
37253;2;1;1; ;1;1;1;1;2;1;1;2; ;16;4;4;0,658351423
37497;2;1;1; ;2;3;2;1;1;1;1; ; ;16;1;1;0,658351423
37511;2;1;1; ;1;1;1;1;1;1;3;6;8;16;4;4;0,658351423
37524;2; ;2; ;1;1;1;1;2;2;1;8; ; ; ;2;0,658351423
610;1;1;2; ;2;1;1;1;2;1;1;7; ;13;5;1;0,660808368
828;1; ;1; ;2;1;2;1;1;4;1;8;6;14;2;2;0,660808368
11911;1;1;1; ;1;1;1;1;1;1;1;6;6;16;5;5;0,660808368
21426;1;1;2; ;2;2;1;1;1;1;1; ; ;17;1;1;0,660808368
24382;1;1;1; ;2;3;3;1;1;6;1; ; ; ; ; ;0,660808368
41955;1;1;1; ;1;1;1;1;2;1;1;6;6;7;2;3;0,661764434
42096;1;1;2; ;2;3;3;1;1;1;1; ; ;18;3;1;0,661764434
42172;1; ;1; ;1;1;1;1;1;1;1;4;5;16;3;3;0,661764434
10843;2;1;1; ;1;1;2;2;1;1;1;1;6;14;4;4;0,662857051
21220;1;1;2; ;1;1;1;1;1;1;1;2;5;12;3;2;0,662916327
21225;1;1;1; ;2;2;1;1;1;1; ;1;6;10;2;2;0,662916327
37017;1;1;1; ;2;1;2;1;1;1;1;6;6;16;5;5;0,662916327
37028;1;1;2; ;1;1;1;1;1;1;1;4;4;15;3;2;0,662916327
37027;2;1;2; ;1;2;3;4;4;7;1;2;5;13;1;1;0,664568431
41993;1;1;1; ;2;3;3;1;2;1;1;3;3;13;5;5;0,664638922
42063;1;1;1; ;1;1;3;1;1;5;1;2;6;13;3;2;0,664638922
42178;1;1;1; ;2;1;1;2;1;1;1;4;5;14;4;4;0,664638922
43936;1;1;1; ;1;1;1;1;2;5;1;4;6;13;4;1;0,664638922
44054;1;1;1; ;2;1;1;1;1;5;1;8;6;14;4;4;0,664638922
16171;1;2; ;1;1;1;1;1;1;2;2;8;8;14;1;5;0,664896174
25116;1; ;1; ;1;2;2;1;1;1;1;3;2;12;1;1;0,664896174
10851;2;1;1; ;1;1;1;1;1;2;1;4;2;15;5;5;0,665736284
10952;2;1;1; ;2;1;2;1;5;1;3;6; ;12;2;2;0,665736284
35959;2;1;1; ;1;1;2;1;1;1;1;1;7;11;2;2;0,665736284
43429;2;1;1; ;1;1;1;3;1;1;1; ;6;15;1;1;0,665736284
21218;1;1;1; ;1;1;1;1;1;1;1;4;6;8;5;5;0,665795818
35773;1;1;2; ;1;2;3;1; ;7;1; ; ;11;1;1;0,665795818
40039;1;1;2; ;1;1;1;1;1;1;1;2;6;13; ; ;0,665795818
11614;2;1;1; ;1;1;1;1;1;1;1;6;6;14;3;3;0,667085237
11626;2;1;1; ;2;2;3;1;1;1;3;7;8;16;3;3;0,667085237
11629;2;1;1; ;2;1;1;1;1;1;1;5;5;14;3;2;0,667085237
11631;2;1;1; ;1;1;1;1;1;2;3;7;8; ;1;1;0,667085237
11639;2;1;1; ;1;1;1;1;1;1;3;4; ;17;4;4;0,667085237
11692;2;1;1; ;1;1;1;1;1;1;3;4;8;15;4;4;0,667085237
11693;2;1;1; ;1;1;1;1;1;5;3;7;8; ;1;1;0,667085237
11704;2;1;1; ;1;2;1;1;2;2;1;8;7;15;2; ;0,667085237
11724;2;1;1; ;1;1;1;1;1;1;1;7;5;15;3;3;0,667085237
11725;2;1;1; ;2;1;2;2;1;1;1;6;6;17;3;3;0,667085237
11729;2;1;1; ;1;1;1;1;2; ;1; ;6;16; ;1;0,667085237
11730;2;1;1; ;1;1;1;1;2;1;1;6;7;13;5;5;0,667085237
12109;2;1;1; ;1;1;1;1;2;1;1;6;6;9;4;3;0,667085237
12113;2;1;1; ;1;1;1;2;4;7;1;8;6;14;1;1;0,667085237
12116;2; ;1; ;2;2;2;1;1;1;1;2;2;17;5;1;0,667085237
12133;2;1;1; ;1;1;1;1;1;1;1;2;7;16;2;2;0,667085237
12140;2;1;2; ;2;1;1;1;2; ;2; ;8;16; ;2;0,667085237
12147;2;1;1; ;2;1;1;1;1;1;1;7;6; ;3;3;0,667085237
12157;2;1;1; ;1;1;1;2;2;1;1;6;5;15;4;5;0,667085237
12162;2;1;1; ;1;1;2;1;1;1;1;5;5;13;4;4;0,667085237
12171;2;1;1; ;1;1;1;1;1;1;1;7;6; ;5;5;0,667085237
12187;2;1;1; ;2;2;1;1;2;1;1;7;6; ;1;1;0,667085237
12191;2;1;1; ;1;1;1;1;1;1;1;4;4;16;4;4;0,667085237
17456;2;1;1; ;2;2;1;1;2;1;1;2;6;15;5;3;0,667085237
17474;2;1;1; ;2;1;2;1;2;1;1;2;5;16;4;1;0,667085237
17476;2;1;1; ;2;1;3;1;4; ;1; ;1;15; ;5;0,667085237
17480;2;1;1; ;2;1;1;1;1;1;1;7;7;16;4;4;0,667085237
17482;2;1;1; ;2;1;1;1;2;5;1;8;7;17;3;1;0,667085237
17554;2;1;1; ;1;1;1;1;1;1;1;4;1;10;3;3;0,667085237
17556;2;1;1; ;2;1;1;1;1;1;1; ;6;14;2;2;0,667085237
17558;2;1;1; ;1;1;1;1;1;1;1;6;5;16;1;1;0,667085237
17565;2;1;1; ;1;1;1;1;2;7;1;9;6;12; ;4;0,667085237
17572;2; ;1; ;1;1;1;1;2;5;1;1;7;10;5;3;0,667085237
17574;2; ;1; ;2;2;1;3;4; ; ; ; ; ; ; ;0,667085237
27876;1;1;2; ;2;2;2;1;2;1;3;2;8;16;5;3;0,667784265
11606;2;2; ;3;1;1;1;3;2;1;1;2;2;16;2;2;0,669982836
11622;2;1;1; ;1;1;1;1;2;1;2;6;8;17;4;2;0,669982836
11642;2;1;1; ;1;1;1;1;1;1;1;4;6;15;2;2;0,669982836
11718;2;1;1; ;1;2;2;1;4;7;4;9;6;17;1;1;0,669982836
12110;2;1;1; ;2;1;1;1;2;2;2;7;8;17;1; ;0,669982836
12120;2;1;1; ;1;1;1;1;1;1;1;5;5;12;4;4;0,669982836
17563;2;2; ;2;1;1;2;1;2; ;1;7;7;16;4;1;0,669982836
17575;2;1;1; ;1;1;1;1;1;1;1; ; ;16;4;4;0,669982836
17583;2;1;1; ;2;2;2;2;1;2;1; ; ;17; ; ;0,669982836
2292;1;1;1; ;2;1;1;1;1;1;1;7;4;15;4; ;0,671685824
2298;1;1;1; ;1;1;2;1;1;1;6;2;8;10;3;3;0,671685824
2303;1; ;2; ;2;2;3;1;4;7;1; ;7;13; ;2;0,671685824
2310;1;1;1; ;1;1;1;1;1;1;1;4;6;15;5;5;0,671685824
2314;1;1;1; ;1;1;1;1;2;1;1;2;6;15;3;3;0,671685824
28050;1;1;1; ;2;1;1;1;1;1;1;2;6;16; ; ;0,671685824
28057;1;1;1; ;1;1;2;1;1;1;1;5;5;16;2;2;0,671685824
28060;1;1;1; ;1;1;1;1;1;1;1;4;5;14;4;4;0,671685824
28061;1;1;1; ;1;1;1;1;2;1;1;3;4; ;1;4;0,671685824
28065;1;1;3; ;1;1;1;4;1;1;4;2;5;13;4;1;0,671685824
36094;1;1;1; ;2;1;2;1;1;1;1;7;6; ;4;4;0,671685824
36101;1;1;1; ;1;2;2;1;2;7;1;9;6;15; ;5;0,671685824
36113;1;1;1; ;1;1;1;1;1;1;1;7;6;15;4;4;0,671685824
36116;1;1;1; ;1;1;1;1;2;1;1;7;7;14;1;1;0,671685824
41872;1;1;1; ;1;2;2;1;1;1;1;3;6;13;5;4;0,671685824
41873;1;1;1; ;1;1;2;1;1;1;1;4;4;14;3;3;0,671685824
41876;1;1;1; ;1;1;1;1;1;1;1;4;4; ;5;4;0,671685824
41919;1;1;1; ;2;1;1;1;2;1;1;2;6;15;5;3;0,671685824
41924;1;1;1; ;2;1;2;1;1;1;1;2;2; ;1;1;0,671685824
41926;1;1;2; ;1;1;1;1;2;1;1;4;7;15;4;2;0,671685824
41940;1;1;1; ;2;1;1;1;2;1;1;7;5;17;2;2;0,671685824
41941;1;1;1; ;2;1;1;1;1;1;1; ; ; ;5;2;0,671685824
41946;1;1;1; ;1;1;1;1;1;1;4;7;5;16;2;2;0,671685824
41958;1;1;1; ;2;1;2;1;2;7;1;9;4; ;1;1;0,671685824
41973;1;1;1; ;2;1;1;1;1;1;1;2;7;15;5;1;0,671685824
41994;1; ;1; ;1;1;1;1;1;1;1;6;4; ;2;2;0,671685824
41995;1;1;1; ;2;2;2;1;2;5;6;5;6;15;1;1;0,671685824
42002;1;1;1; ;1;2;2;2;1;1;1;4;6;14;5;5;0,671685824
42014;1;1;1; ;1;1;1;1;1;1;1;3;4;16;1;1;0,671685824
42038;1; ;2; ;2;1;1;1;1;1;1;6;6;16;3;3;0,671685824
42045;1;1;1; ;2;3;3;1;1;1;1;2;2;14;2;1;0,671685824
42048;1; ;2; ;2;1;1;1;2;1;1;6;6;12;4;1;0,671685824
42072;1;1;1; ;2;1;1;1;1;5;1;7;7; ;1;1;0,671685824
42073;1;1;1; ;1;1;1;1;2;1;1;7;6;15;4;4;0,671685824
42077;1;1;1; ;1;1;2;1;1;1;1; ; ;17;4;4;0,671685824
42080;1;1;1; ;1;1;1;1;1;1;1;4;2;15;3;2;0,671685824
42089;1;1;2; ;1;1;2;1;1;1;1;6;6; ;5;2;0,671685824
42112;1;1;2; ;1;2;2;1;1;1;3;7;8;15;1;1;0,671685824
42114;1;1;1; ;1;1;1;1;1;1;1;6;6;16;5;4;0,671685824
42135;1;1;1; ;2;1;1;1;1;1; ;7;6;15;4;4;0,671685824
42145;1;1;1; ;1;1;1;1;4;1;1;5;5;15;3;2;0,671685824
42182;1;1;1; ;2;2;2;1;1;1;1;3; ;15;4;4;0,671685824
42189;1;1;1; ;1;1;1;1;1;5;1; ;7; ;1;1;0,671685824
43878;1;1;1; ;1;1;1;1;2;1;1;7;2;13; ; ;0,671685824
43883;1;1;1; ;2;2;2;1;1;4;3;8;8; ;3;1;0,671685824
43888;1;1;1; ;1;1;1;1;1;1;3;4;8;17;4;4;0,671685824
43900;1;1;1; ;1;2;1;1;1;1;1;6;6; ;1;3;0,671685824
43909;1;1;1; ;1;1;1;1;1;1;1;3;6;16;2;1;0,671685824
43912;1;1;1; ;1;1;2;1;2;1;1; ;6; ;2;1;0,671685824
43924;1;1;1; ;1;1;1;1;1;1;1;7;4;10;3;3;0,671685824
43927;1;1;1; ;1;1;1;1;2;1;1;4;4;15;1;5;0,671685824
43949;1;1;1; ;1;1;1;1;1;1;1;6;6;16;2;1;0,671685824
43957;1;2; ;4;1;2;2;1;1;5;1;8;6;15;3;2;0,671685824
43964;1;1;1; ;2;1;2;1;1;4;1;7;6;15;5;1;0,671685824
43980;1;1;1; ;2;1;1;2;1;1;1;2;6;16;4;1;0,671685824
44027;1;1;1; ;1;1;1;1;2;1;1;4;4;16;1;2;0,671685824
44040;1;1;1; ;2;1;1;1;1;1;1;2;6;14;3;3;0,671685824
44067;1;1;1; ;1;1;1;1;2;1;2;7;8;16;1;4;0,671685824
5102;2; ;2; ;1;1;1;1;1;1;1;6;6;15;2;2;0,672794821
5107;2;1;1; ;2;2;2;2;1;1;1; ; ;11;4;4;0,672794821
5112;2; ;1; ;1;1;1;1;4;7;4;9;9;10; ;3;0,672794821
5113;2;1;1; ;1;1;1;1;2;1;1;7;6; ;3;3;0,672794821
5132;2; ;1; ;2;1;2;1;1;1;1;6;6;13;4;4;0,672794821
10824;2;1;1; ;1;1;1;1;1;1;1;6;6; ;4;4;0,672794821
10833;2; ;1; ;1;1;1;1;1;1;2;4;6;13;4;2;0,672794821
